"sequence","generation","i1","i2","i3","x1","x2","x3","compute","measure","probed","s1","s2","s3","s"
19366,NA,629145600,654311424,939524096,0.5859375,0.609375,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
21157,NA,629145600,662700032,335544320,0.5859375,0.6171875,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
9399,430,629145600,662700032,343932928,0.5859375,0.6171875,0.3203125,FALSE,FALSE,TRUE,0.0043466178956556,0.0226801260669503,0.013066889652071,1.96408940583339e-07
21158,NA,629145600,662700032,352321536,0.5859375,0.6171875,0.328125,FALSE,FALSE,FALSE,NA,NA,NA,NA
9400,430,629145600,662700032,360710144,0.5859375,0.6171875,0.3359375,FALSE,FALSE,FALSE,0.00483719022218181,0.0251735153924633,0.0144048050376775,2.16519200214673e-07
16860,764,629145600,662700032,377487360,0.5859375,0.6171875,0.3515625,FALSE,FALSE,FALSE,0.00536511515738508,0.0278387514854066,0.0158234817741422,2.37843386938412e-07
17965,NA,629145600,662700032,385875968,0.5859375,0.6171875,0.359375,FALSE,FALSE,FALSE,NA,NA,NA,NA
16861,764,629145600,662700032,394264576,0.5859375,0.6171875,0.3671875,FALSE,FALSE,TRUE,0.00593248434069168,0.0306822928614859,0.0173257375734376,2.60423853895827e-07
17966,NA,629145600,662700032,402653184,0.5859375,0.6171875,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5788,266,629145600,662700032,545259520,0.5859375,0.6171875,0.5078125,FALSE,FALSE,FALSE,0,0,0,0
21778,NA,629145600,662700032,553648128,0.5859375,0.6171875,0.515625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5789,266,629145600,662700032,562036736,0.5859375,0.6171875,0.5234375,FALSE,FALSE,TRUE,0.0127179222736409,0.0635936942637114,0.0338352501919938,5.08578997874102e-07
21779,NA,629145600,662700032,570425344,0.5859375,0.6171875,0.53125,FALSE,FALSE,FALSE,NA,NA,NA,NA
8352,381,629145600,662700032,578813952,0.5859375,0.6171875,0.5390625,FALSE,FALSE,FALSE,0,0,0,0
8353,381,629145600,662700032,595591168,0.5859375,0.6171875,0.5546875,FALSE,FALSE,FALSE,0.0149724494085191,0.0753449017200414,0.0387902091311261,5.97806608561165e-07
21479,NA,629145600,662700032,872415232,0.5859375,0.6171875,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
9560,437,629145600,662700032,880803840,0.5859375,0.6171875,0.8203125,FALSE,FALSE,TRUE,0.0310327489289699,0.0581088306397317,0.0170121470910884,4.61051009148148e-07
21480,NA,629145600,662700032,889192448,0.5859375,0.6171875,0.828125,FALSE,FALSE,FALSE,NA,NA,NA,NA
9561,437,629145600,662700032,897581056,0.5859375,0.6171875,0.8359375,FALSE,FALSE,FALSE,0.0339868001020429,0.0555940758828406,0.021675606379495,4.41098272091485e-07
11493,523,629145600,662700032,914358272,0.5859375,0.6171875,0.8515625,FALSE,FALSE,FALSE,0.0353219329568765,0.052703156250213,0.0255649951779682,4.18160942268885e-07
11494,523,629145600,662700032,931135488,0.5859375,0.6171875,0.8671875,FALSE,FALSE,FALSE,0.0346976774743766,0.0505344180554658,0.0285590815113581,4.29272695571441e-07
21159,NA,629145600,671088640,335544320,0.5859375,0.625,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
21160,NA,629145600,671088640,343932928,0.5859375,0.625,0.3203125,FALSE,FALSE,FALSE,NA,NA,NA,NA
21161,NA,629145600,671088640,352321536,0.5859375,0.625,0.328125,FALSE,FALSE,FALSE,NA,NA,NA,NA
17967,NA,629145600,671088640,385875968,0.5859375,0.625,0.359375,FALSE,FALSE,FALSE,NA,NA,NA,NA
17968,NA,629145600,671088640,394264576,0.5859375,0.625,0.3671875,FALSE,FALSE,FALSE,NA,NA,NA,NA
17969,NA,629145600,671088640,402653184,0.5859375,0.625,0.375,FALSE,FALSE,FALSE,NA,NA,NA,NA
21780,NA,629145600,671088640,553648128,0.5859375,0.625,0.515625,FALSE,FALSE,FALSE,NA,NA,NA,NA
21781,NA,629145600,671088640,562036736,0.5859375,0.625,0.5234375,FALSE,FALSE,FALSE,NA,NA,NA,NA
21782,NA,629145600,671088640,570425344,0.5859375,0.625,0.53125,FALSE,FALSE,FALSE,NA,NA,NA,NA
13285,NA,629145600,671088640,587202560,0.5859375,0.625,0.546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
13286,NA,629145600,671088640,595591168,0.5859375,0.625,0.5546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
13287,NA,629145600,671088640,603979776,0.5859375,0.625,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
15877,NA,629145600,671088640,855638016,0.5859375,0.625,0.796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
15878,NA,629145600,671088640,864026624,0.5859375,0.625,0.8046875,FALSE,FALSE,FALSE,NA,NA,NA,NA
15879,NA,629145600,671088640,872415232,0.5859375,0.625,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
21481,NA,629145600,671088640,880803840,0.5859375,0.625,0.8203125,FALSE,FALSE,FALSE,NA,NA,NA,NA
21482,NA,629145600,671088640,889192448,0.5859375,0.625,0.828125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5346,246,629145600,679477248,578813952,0.5859375,0.6328125,0.5390625,FALSE,FALSE,FALSE,0,0,0,0
13288,NA,629145600,679477248,587202560,0.5859375,0.6328125,0.546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
5347,246,629145600,679477248,595591168,0.5859375,0.6328125,0.5546875,FALSE,FALSE,TRUE,0.0142999863369048,0.0715898958697101,0.0373354721139822,5.68013387503492e-07
13289,NA,629145600,679477248,603979776,0.5859375,0.6328125,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
8190,374,629145600,679477248,847249408,0.5859375,0.6328125,0.7890625,FALSE,FALSE,FALSE,0,0,0,0
15880,NA,629145600,679477248,855638016,0.5859375,0.6328125,0.796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
8191,374,629145600,679477248,864026624,0.5859375,0.6328125,0.8046875,FALSE,FALSE,TRUE,0.0218919953082039,0.0639501735931208,0.0186453635203336,5.07397786975046e-07
16296,NA,629145600,679477248,868220928,0.5859375,0.6328125,0.80859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
15881,NA,629145600,679477248,872415232,0.5859375,0.6328125,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
16297,NA,629145600,683671552,864026624,0.5859375,0.63671875,0.8046875,FALSE,FALSE,FALSE,NA,NA,NA,NA
16298,NA,629145600,683671552,868220928,0.5859375,0.63671875,0.80859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
16299,NA,629145600,683671552,872415232,0.5859375,0.63671875,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
14071,NA,629145600,687865856,570425344,0.5859375,0.640625,0.53125,FALSE,FALSE,FALSE,NA,NA,NA,NA
14072,NA,629145600,687865856,578813952,0.5859375,0.640625,0.5390625,FALSE,FALSE,FALSE,NA,NA,NA,NA
13290,NA,629145600,687865856,587202560,0.5859375,0.640625,0.546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
13291,NA,629145600,687865856,595591168,0.5859375,0.640625,0.5546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
13292,NA,629145600,687865856,603979776,0.5859375,0.640625,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
8757,NA,629145600,687865856,855638016,0.5859375,0.640625,0.796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
8758,NA,629145600,687865856,864026624,0.5859375,0.640625,0.8046875,FALSE,FALSE,FALSE,NA,NA,NA,NA
16300,NA,629145600,687865856,868220928,0.5859375,0.640625,0.80859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
8759,NA,629145600,687865856,872415232,0.5859375,0.640625,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
14073,NA,629145600,696254464,570425344,0.5859375,0.6484375,0.53125,FALSE,FALSE,FALSE,NA,NA,NA,NA
5348,246,629145600,696254464,578813952,0.5859375,0.6484375,0.5390625,FALSE,FALSE,TRUE,0.0149724494085191,0.0753449017200414,0.0387902091311261,5.97806608561165e-07
14074,NA,629145600,696254464,587202560,0.5859375,0.6484375,0.546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
5349,246,629145600,696254464,595591168,0.5859375,0.6484375,0.5546875,FALSE,FALSE,FALSE,0.0149724494085191,0.0753449017200414,0.0387902091311261,5.97806608561165e-07
8192,374,629145600,696254464,847249408,0.5859375,0.6484375,0.7890625,FALSE,FALSE,FALSE,0.0268638408391473,0.0611431868992572,0.0173406632526345,4.85126403544619e-07
8760,NA,629145600,696254464,855638016,0.5859375,0.6484375,0.796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
8193,374,629145600,696254464,864026624,0.5859375,0.6484375,0.8046875,FALSE,FALSE,TRUE,0.0268638408391473,0.0611431868992572,0.0173406632526345,4.85126403544619e-07
8761,NA,629145600,696254464,872415232,0.5859375,0.6484375,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
14075,NA,629145600,704643072,570425344,0.5859375,0.65625,0.53125,FALSE,FALSE,FALSE,NA,NA,NA,NA
14076,NA,629145600,704643072,578813952,0.5859375,0.65625,0.5390625,FALSE,FALSE,FALSE,NA,NA,NA,NA
14077,NA,629145600,704643072,587202560,0.5859375,0.65625,0.546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
13589,NA,629145600,704643072,822083584,0.5859375,0.65625,0.765625,FALSE,FALSE,FALSE,NA,NA,NA,NA
13590,NA,629145600,704643072,830472192,0.5859375,0.65625,0.7734375,FALSE,FALSE,FALSE,NA,NA,NA,NA
13591,NA,629145600,704643072,838860800,0.5859375,0.65625,0.78125,FALSE,FALSE,FALSE,NA,NA,NA,NA
8762,NA,629145600,704643072,855638016,0.5859375,0.65625,0.796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
8763,NA,629145600,704643072,864026624,0.5859375,0.65625,0.8046875,FALSE,FALSE,FALSE,NA,NA,NA,NA
8764,NA,629145600,704643072,872415232,0.5859375,0.65625,0.8125,FALSE,FALSE,FALSE,NA,NA,NA,NA
10702,488,629145600,713031680,545259520,0.5859375,0.6640625,0.5078125,FALSE,FALSE,FALSE,0,0,0,0
10703,488,629145600,713031680,562036736,0.5859375,0.6640625,0.5234375,FALSE,FALSE,FALSE,0,0,0,0
5956,274,629145600,713031680,813694976,0.5859375,0.6640625,0.7578125,FALSE,FALSE,FALSE,0,0,0,0
13592,NA,629145600,713031680,822083584,0.5859375,0.6640625,0.765625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5957,274,629145600,713031680,830472192,0.5859375,0.6640625,0.7734375,FALSE,FALSE,TRUE,0.0110509514164738,0.0702743703536048,0.0220131975422682,5.57575656093599e-07
13593,NA,629145600,713031680,838860800,0.5859375,0.6640625,0.78125,FALSE,FALSE,FALSE,NA,NA,NA,NA
4325,201,629145600,713031680,847249408,0.5859375,0.6640625,0.7890625,FALSE,FALSE,FALSE,0,0,0,0
4326,201,629145600,713031680,864026624,0.5859375,0.6640625,0.8046875,FALSE,FALSE,FALSE,0,0,0,0
13594,NA,629145600,721420288,822083584,0.5859375,0.671875,0.765625,FALSE,FALSE,FALSE,NA,NA,NA,NA
13595,NA,629145600,721420288,830472192,0.5859375,0.671875,0.7734375,FALSE,FALSE,FALSE,NA,NA,NA,NA
13596,NA,629145600,721420288,838860800,0.5859375,0.671875,0.78125,FALSE,FALSE,FALSE,NA,NA,NA,NA
16529,NA,629145600,721420288,847249408,0.5859375,0.671875,0.7890625,FALSE,FALSE,FALSE,NA,NA,NA,NA
16530,NA,629145600,721420288,855638016,0.5859375,0.671875,0.796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
10704,488,629145600,729808896,545259520,0.5859375,0.6796875,0.5078125,FALSE,FALSE,FALSE,0.0127179222736409,0.0635936942637114,0.0338352501919938,5.08578997874102e-07
10705,488,629145600,729808896,562036736,0.5859375,0.6796875,0.5234375,FALSE,FALSE,FALSE,0.0135357661868738,0.0676447919949715,0.035660387731857,5.36711877859984e-07
5958,274,629145600,729808896,813694976,0.5859375,0.6796875,0.7578125,FALSE,FALSE,FALSE,0.0110509514164738,0.0702743703536048,0.0220131975422682,5.57575656093599e-07
5959,274,629145600,729808896,830472192,0.5859375,0.6796875,0.7734375,FALSE,FALSE,FALSE,0.016501398677819,0.0672639118084374,0.0203540544542883,5.33689872556611e-07
16531,NA,629145600,729808896,838860800,0.5859375,0.6796875,0.78125,FALSE,FALSE,FALSE,NA,NA,NA,NA
4327,201,629145600,729808896,847249408,0.5859375,0.6796875,0.7890625,FALSE,FALSE,TRUE,0.0268638408391473,0.0611431868992572,0.0173406632526345,4.85126403544619e-07
16532,NA,629145600,729808896,855638016,0.5859375,0.6796875,0.796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
4328,201,629145600,729808896,864026624,0.5859375,0.6796875,0.8046875,FALSE,FALSE,FALSE,0.0218919953082039,0.0639501735931208,0.0186453635203336,5.07397786975046e-07
16533,NA,629145600,738197504,838860800,0.5859375,0.6875,0.78125,FALSE,FALSE,FALSE,NA,NA,NA,NA
16534,NA,629145600,738197504,847249408,0.5859375,0.6875,0.7890625,FALSE,FALSE,FALSE,NA,NA,NA,NA
16535,NA,629145600,738197504,855638016,0.5859375,0.6875,0.796875,FALSE,FALSE,FALSE,NA,NA,NA,NA
12126,NA,629145600,738197504,922746880,0.5859375,0.6875,0.859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
12127,NA,629145600,738197504,931135488,0.5859375,0.6875,0.8671875,FALSE,FALSE,FALSE,NA,NA,NA,NA
12128,NA,629145600,738197504,939524096,0.5859375,0.6875,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
10578,482,629145600,746586112,444596224,0.5859375,0.6953125,0.4140625,FALSE,FALSE,FALSE,0.00861925545195046,0.0438744855165937,0.0241644554865353,3.63216896159481e-07
10579,482,629145600,746586112,461373440,0.5859375,0.6953125,0.4296875,FALSE,FALSE,FALSE,0,0,0,0
8214,375,629145600,746586112,511705088,0.5859375,0.6953125,0.4765625,FALSE,FALSE,FALSE,0,0,0,0
8215,375,629145600,746586112,528482304,0.5859375,0.6953125,0.4921875,FALSE,FALSE,FALSE,0.0110297583723202,0.055452097443573,0.0299589476570378,4.50314139553318e-07
5515,253,629145600,746586112,914358272,0.5859375,0.6953125,0.8515625,FALSE,FALSE,FALSE,0,0,0,0
12129,NA,629145600,746586112,922746880,0.5859375,0.6953125,0.859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5516,253,629145600,746586112,931135488,0.5859375,0.6953125,0.8671875,FALSE,FALSE,TRUE,0.0353219329568765,0.052703156250213,0.0255649951779682,4.18160942268885e-07
12130,NA,629145600,746586112,939524096,0.5859375,0.6953125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
11457,NA,629145600,754974720,905969664,0.5859375,0.703125,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
11458,NA,629145600,754974720,914358272,0.5859375,0.703125,0.8515625,FALSE,FALSE,FALSE,NA,NA,NA,NA
11459,NA,629145600,754974720,922746880,0.5859375,0.703125,0.859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
12131,NA,629145600,754974720,931135488,0.5859375,0.703125,0.8671875,FALSE,FALSE,FALSE,NA,NA,NA,NA
12132,NA,629145600,754974720,939524096,0.5859375,0.703125,0.875,FALSE,FALSE,FALSE,NA,NA,NA,NA
10580,482,629145600,763363328,444596224,0.5859375,0.7109375,0.4140625,FALSE,FALSE,FALSE,0,0,0,0
10581,482,629145600,763363328,461373440,0.5859375,0.7109375,0.4296875,FALSE,FALSE,FALSE,0.00788486146146714,0.0403096566467167,0.0223374106997765,3.35754512951191e-07
8216,375,629145600,763363328,511705088,0.5859375,0.7109375,0.4765625,FALSE,FALSE,FALSE,0.0118751857744033,0.0595093429017124,0.0319186488741987,4.79770486868645e-07
8217,375,629145600,763363328,528482304,0.5859375,0.7109375,0.4921875,FALSE,FALSE,FALSE,0.0118751857744033,0.0595093429017124,0.0319186488741987,4.79770486868645e-07
11460,NA,629145600,763363328,905969664,0.5859375,0.7109375,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5517,253,629145600,763363328,914358272,0.5859375,0.7109375,0.8515625,FALSE,FALSE,TRUE,0.0346976774743766,0.0505344180554658,0.0285590815113581,4.29272695571441e-07
11461,NA,629145600,763363328,922746880,0.5859375,0.7109375,0.859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5518,253,629145600,763363328,931135488,0.5859375,0.7109375,0.8671875,FALSE,FALSE,FALSE,0.0346976774743766,0.0505344180554658,0.0285590815113581,4.29272695571441e-07
14860,NA,629145600,771751936,486539264,0.5859375,0.71875,0.453125,FALSE,FALSE,FALSE,NA,NA,NA,NA
14861,NA,629145600,771751936,494927872,0.5859375,0.71875,0.4609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
14862,NA,629145600,771751936,503316480,0.5859375,0.71875,0.46875,FALSE,FALSE,FALSE,NA,NA,NA,NA
17726,NA,629145600,771751936,536870912,0.5859375,0.71875,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
17727,NA,629145600,771751936,545259520,0.5859375,0.71875,0.5078125,FALSE,FALSE,FALSE,NA,NA,NA,NA
17728,NA,629145600,771751936,553648128,0.5859375,0.71875,0.515625,FALSE,FALSE,FALSE,NA,NA,NA,NA
11462,NA,629145600,771751936,905969664,0.5859375,0.71875,0.84375,FALSE,FALSE,FALSE,NA,NA,NA,NA
11463,NA,629145600,771751936,914358272,0.5859375,0.71875,0.8515625,FALSE,FALSE,FALSE,NA,NA,NA,NA
11464,NA,629145600,771751936,922746880,0.5859375,0.71875,0.859375,FALSE,FALSE,FALSE,NA,NA,NA,NA
5541,254,629145600,780140544,411041792,0.5859375,0.7265625,0.3828125,FALSE,FALSE,FALSE,0,0,0,0
5542,254,629145600,780140544,427819008,0.5859375,0.7265625,0.3984375,FALSE,FALSE,FALSE,0.00654096110762266,0.0337084384806738,0.018913008388036,2.8428218494592e-07
12846,585,629145600,780140544,444596224,0.5859375,0.7265625,0.4140625,FALSE,FALSE,FALSE,0.00861925545195046,0.0438744855165937,0.0241644554865353,3.63216896159481e-07
12847,585,629145600,780140544,461373440,0.5859375,0.7265625,0.4296875,FALSE,FALSE,FALSE,0,0,0,0
6664,306,629145600,780140544,478150656,0.5859375,0.7265625,0.4453125,FALSE,FALSE,FALSE,0,0,0,0
14863,NA,629145600,780140544,486539264,0.5859375,0.7265625,0.453125,FALSE,FALSE,FALSE,NA,NA,NA,NA
6665,306,629145600,780140544,494927872,0.5859375,0.7265625,0.4609375,FALSE,FALSE,TRUE,0.00939188327588312,0.0476021333068987,0.026055921620751,3.91647599216019e-07
14864,NA,629145600,780140544,503316480,0.5859375,0.7265625,0.46875,FALSE,FALSE,FALSE,NA,NA,NA,NA
9212,422,629145600,780140544,511705088,0.5859375,0.7265625,0.4765625,FALSE,FALSE,FALSE,0,0,0,0
9213,422,629145600,780140544,528482304,0.5859375,0.7265625,0.4921875,FALSE,FALSE,FALSE,0.0118751857744033,0.0595093429017124,0.0319186488741987,4.79770486868645e-07
17729,NA,629145600,780140544,536870912,0.5859375,0.7265625,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
4941,229,629145600,780140544,545259520,0.5859375,0.7265625,0.5078125,FALSE,FALSE,TRUE,0.0135357661868738,0.0676447919949715,0.035660387731857,5.36711877859984e-07
17730,NA,629145600,780140544,553648128,0.5859375,0.7265625,0.515625,FALSE,FALSE,FALSE,NA,NA,NA,NA
4942,229,629145600,780140544,562036736,0.5859375,0.7265625,0.5234375,FALSE,FALSE,FALSE,0,0,0,0
10229,467,629145600,780140544,578813952,0.5859375,0.7265625,0.5390625,FALSE,FALSE,FALSE,0,0,0,0
10230,467,629145600,780140544,595591168,0.5859375,0.7265625,0.5546875,FALSE,FALSE,FALSE,0,0,0,0
13754,625,629145600,780140544,880803840,0.5859375,0.7265625,0.8203125,FALSE,FALSE,FALSE,0.0339868001020429,0.0555940758828406,0.021675606379495,4.41098272091485e-07
13755,625,629145600,780140544,897581056,0.5859375,0.7265625,0.8359375,FALSE,FALSE,FALSE,0,0,0,0
7301,334,629145600,780140544,914358272,0.5859375,0.7265625,0.8515625,FALSE,FALSE,FALSE,0.0346976774743766,0.0505344180554658,0.0285590815113581,4.29272695571441e-07
7302,334,629145600,780140544,931135488,0.5859375,0.7265625,0.8671875,FALSE,FALSE,FALSE,0,0,0,0
9948,NA,629145600,788529152,469762048,0.5859375,0.734375,0.4375,FALSE,FALSE,FALSE,NA,NA,NA,NA
9949,NA,629145600,788529152,478150656,0.5859375,0.734375,0.4453125,FALSE,FALSE,FALSE,NA,NA,NA,NA
9950,NA,629145600,788529152,486539264,0.5859375,0.734375,0.453125,FALSE,FALSE,FALSE,NA,NA,NA,NA
14865,NA,629145600,788529152,494927872,0.5859375,0.734375,0.4609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
14866,NA,629145600,788529152,503316480,0.5859375,0.734375,0.46875,FALSE,FALSE,FALSE,NA,NA,NA,NA
15447,NA,629145600,788529152,511705088,0.5859375,0.734375,0.4765625,FALSE,FALSE,FALSE,NA,NA,NA,NA
15448,NA,629145600,788529152,520093696,0.5859375,0.734375,0.484375,FALSE,FALSE,FALSE,NA,NA,NA,NA
19816,NA,629145600,788529152,528482304,0.5859375,0.734375,0.4921875,FALSE,FALSE,FALSE,NA,NA,NA,NA
17731,NA,629145600,788529152,536870912,0.5859375,0.734375,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
17732,NA,629145600,788529152,545259520,0.5859375,0.734375,0.5078125,FALSE,FALSE,FALSE,NA,NA,NA,NA
17733,NA,629145600,788529152,553648128,0.5859375,0.734375,0.515625,FALSE,FALSE,FALSE,NA,NA,NA,NA
10961,NA,629145600,788529152,570425344,0.5859375,0.734375,0.53125,FALSE,FALSE,FALSE,NA,NA,NA,NA
10962,NA,629145600,788529152,578813952,0.5859375,0.734375,0.5390625,FALSE,FALSE,FALSE,NA,NA,NA,NA
10963,NA,629145600,788529152,587202560,0.5859375,0.734375,0.546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
19745,NA,629145600,788529152,595591168,0.5859375,0.734375,0.5546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
19746,NA,629145600,788529152,603979776,0.5859375,0.734375,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
5543,254,629145600,796917760,411041792,0.5859375,0.7421875,0.3828125,FALSE,FALSE,FALSE,0.00654096110762266,0.0337084384806738,0.018913008388036,2.8428218494592e-07
5544,254,629145600,796917760,427819008,0.5859375,0.7421875,0.3984375,FALSE,FALSE,FALSE,0.00719179558286783,0.0369182900598581,0.0205846436977502,3.09408602093754e-07
12848,585,629145600,796917760,444596224,0.5859375,0.7421875,0.4140625,FALSE,FALSE,FALSE,0,0,0,0
12849,585,629145600,796917760,461373440,0.5859375,0.7421875,0.4296875,FALSE,FALSE,FALSE,0.00788486146146714,0.0403096566467167,0.0223374106997765,3.35754512951191e-07
9951,NA,629145600,796917760,469762048,0.5859375,0.7421875,0.4375,FALSE,FALSE,FALSE,NA,NA,NA,NA
6666,306,629145600,796917760,478150656,0.5859375,0.7421875,0.4453125,FALSE,FALSE,TRUE,0.00939188327588312,0.0476021333068987,0.026055921620751,3.91647599216019e-07
9952,NA,629145600,796917760,486539264,0.5859375,0.7421875,0.453125,FALSE,FALSE,FALSE,NA,NA,NA,NA
6667,306,629145600,796917760,494927872,0.5859375,0.7421875,0.4609375,FALSE,FALSE,FALSE,0.0101980798490454,0.0514704614940588,0.0279947465555362,4.20790154296627e-07
15449,NA,629145600,796917760,503316480,0.5859375,0.7421875,0.46875,FALSE,FALSE,FALSE,NA,NA,NA,NA
9214,422,629145600,796917760,511705088,0.5859375,0.7421875,0.4765625,FALSE,FALSE,TRUE,0.0110297583723202,0.055452097443573,0.0299589476570378,4.50314139553318e-07
15450,NA,629145600,796917760,520093696,0.5859375,0.7421875,0.484375,FALSE,FALSE,FALSE,NA,NA,NA,NA
9215,422,629145600,796917760,528482304,0.5859375,0.7421875,0.4921875,FALSE,FALSE,TRUE,0.0118751857744033,0.0595093429017124,0.0319186488741987,4.79770486868645e-07
20266,NA,629145600,796917760,532676608,0.5859375,0.7421875,0.49609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
19817,NA,629145600,796917760,536870912,0.5859375,0.7421875,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
4943,229,629145600,796917760,545259520,0.5859375,0.7421875,0.5078125,FALSE,FALSE,FALSE,0,0,0,0
4944,229,629145600,796917760,562036736,0.5859375,0.7421875,0.5234375,FALSE,FALSE,FALSE,0.0135357661868738,0.0676447919949715,0.035660387731857,5.36711877859984e-07
10964,NA,629145600,796917760,570425344,0.5859375,0.7421875,0.53125,FALSE,FALSE,FALSE,NA,NA,NA,NA
10231,467,629145600,796917760,578813952,0.5859375,0.7421875,0.5390625,FALSE,FALSE,TRUE,0.0149724494085191,0.0753449017200414,0.0387902091311261,5.97806608561165e-07
10965,NA,629145600,796917760,587202560,0.5859375,0.7421875,0.546875,FALSE,FALSE,FALSE,NA,NA,NA,NA
10232,467,629145600,796917760,595591168,0.5859375,0.7421875,0.5546875,FALSE,FALSE,TRUE,0.0142999863369048,0.0715898958697101,0.0373354721139822,5.68013387503492e-07
19747,NA,629145600,796917760,603979776,0.5859375,0.7421875,0.5625,FALSE,FALSE,FALSE,NA,NA,NA,NA
13756,625,629145600,796917760,880803840,0.5859375,0.7421875,0.8203125,FALSE,FALSE,FALSE,0,0,0,0
13757,625,629145600,796917760,897581056,0.5859375,0.7421875,0.8359375,FALSE,FALSE,FALSE,0.0310327489289699,0.0581088306397317,0.0170121470910884,4.61051009148148e-07
7303,334,629145600,796917760,914358272,0.5859375,0.7421875,0.8515625,FALSE,FALSE,FALSE,0,0,0,0
7304,334,629145600,796917760,931135488,0.5859375,0.7421875,0.8671875,FALSE,FALSE,FALSE,0.0346976774743766,0.0505344180554658,0.0285590815113581,4.29272695571441e-07
20267,NA,629145600,801112064,528482304,0.5859375,0.74609375,0.4921875,FALSE,FALSE,FALSE,NA,NA,NA,NA
20268,NA,629145600,801112064,532676608,0.5859375,0.74609375,0.49609375,FALSE,FALSE,FALSE,NA,NA,NA,NA
20269,NA,629145600,801112064,536870912,0.5859375,0.74609375,0.5,FALSE,FALSE,FALSE,NA,NA,NA,NA
19673,NA,629145600,805306368,318767104,0.5859375,0.75,0.296875,FALSE,FALSE,FALSE,NA,NA,NA,NA
19674,NA,629145600,805306368,327155712,0.5859375,0.75,0.3046875,FALSE,FALSE,FALSE,NA,NA,NA,NA
19675,NA,629145600,805306368,335544320,0.5859375,0.75,0.3125,FALSE,FALSE,FALSE,NA,NA,NA,NA
9953,NA,629145600,805306368,469762048,0.5859375,0.75,0.4375,FALSE,FALSE,FALSE,NA,NA,NA,NA
9954,NA,629145600,805306368,478150656,0.5859375,0.75,0.4453125,FALSE,FALSE,FALSE,NA,NA,NA,NA
9955,NA,629145600,805306368,486539264,0.5859375,0.75,0.453125,FALSE,FALSE,FALSE,NA,NA,NA,NA
15451,NA,629145600,805306368,503316480,0.5859375,0.75,0.46875,FALSE,FALSE,FALSE,NA,NA,NA,NA
15452,NA,629145600,805306368,511705088,0.5859375,0.75,0.4765625,FALSE,FALSE,FALSE,NA,NA,NA,NA
15453,NA,629145600,805306368,520093696,0.5859375,0.75,0.484375,FALSE,FALSE,FALSE,NA,NA,NA,NA
19818,NA,629145600,805306368,528482304,0.5859375,0.75,0.4921875,FALSE,FALSE,FALSE,NA,NA,NA,NA
