"case","x1","x2","x3"
1066,0.9,0.8,0.8
1067,1,0.8,0.8
1068,0,0.9,0.8
1069,0.1,0.9,0.8
1070,0.2,0.9,0.8
1071,0.3,0.9,0.8
1072,0.4,0.9,0.8
1073,0.5,0.9,0.8
1074,0.6,0.9,0.8
1075,0.7,0.9,0.8
1076,0.8,0.9,0.8
1077,0.9,0.9,0.8
1078,1,0.9,0.8
1079,0,1,0.8
1080,0.1,1,0.8
1081,0.2,1,0.8
1082,0.3,1,0.8
1083,0.4,1,0.8
1084,0.5,1,0.8
1085,0.6,1,0.8
1086,0.7,1,0.8
1087,0.8,1,0.8
1088,0.9,1,0.8
1089,1,1,0.8
1090,0,0,0.9
1091,0.1,0,0.9
1092,0.2,0,0.9
1093,0.3,0,0.9
1094,0.4,0,0.9
1095,0.5,0,0.9
1096,0.6,0,0.9
1097,0.7,0,0.9
1098,0.8,0,0.9
1099,0.9,0,0.9
1100,1,0,0.9
1101,0,0.1,0.9
1102,0.1,0.1,0.9
1103,0.2,0.1,0.9
1104,0.3,0.1,0.9
1105,0.4,0.1,0.9
1106,0.5,0.1,0.9
1107,0.6,0.1,0.9
1108,0.7,0.1,0.9
1109,0.8,0.1,0.9
1110,0.9,0.1,0.9
1111,1,0.1,0.9
1112,0,0.2,0.9
1113,0.1,0.2,0.9
1114,0.2,0.2,0.9
1115,0.3,0.2,0.9
1116,0.4,0.2,0.9
1117,0.5,0.2,0.9
1118,0.6,0.2,0.9
1119,0.7,0.2,0.9
1120,0.8,0.2,0.9
1121,0.9,0.2,0.9
1122,1,0.2,0.9
1123,0,0.3,0.9
1124,0.1,0.3,0.9
1125,0.2,0.3,0.9
1126,0.3,0.3,0.9
1127,0.4,0.3,0.9
1128,0.5,0.3,0.9
1129,0.6,0.3,0.9
1130,0.7,0.3,0.9
1131,0.8,0.3,0.9
1132,0.9,0.3,0.9
1133,1,0.3,0.9
1134,0,0.4,0.9
1135,0.1,0.4,0.9
1136,0.2,0.4,0.9
1137,0.3,0.4,0.9
1138,0.4,0.4,0.9
1139,0.5,0.4,0.9
1140,0.6,0.4,0.9
1141,0.7,0.4,0.9
1142,0.8,0.4,0.9
1143,0.9,0.4,0.9
1144,1,0.4,0.9
1145,0,0.5,0.9
1146,0.1,0.5,0.9
1147,0.2,0.5,0.9
1148,0.3,0.5,0.9
1149,0.4,0.5,0.9
1150,0.5,0.5,0.9
1151,0.6,0.5,0.9
1152,0.7,0.5,0.9
1153,0.8,0.5,0.9
1154,0.9,0.5,0.9
1155,1,0.5,0.9
1156,0,0.6,0.9
1157,0.1,0.6,0.9
1158,0.2,0.6,0.9
1159,0.3,0.6,0.9
1160,0.4,0.6,0.9
1161,0.5,0.6,0.9
1162,0.6,0.6,0.9
1163,0.7,0.6,0.9
1164,0.8,0.6,0.9
1165,0.9,0.6,0.9
1166,1,0.6,0.9
1167,0,0.7,0.9
1168,0.1,0.7,0.9
1169,0.2,0.7,0.9
1170,0.3,0.7,0.9
1171,0.4,0.7,0.9
1172,0.5,0.7,0.9
1173,0.6,0.7,0.9
1174,0.7,0.7,0.9
1175,0.8,0.7,0.9
1176,0.9,0.7,0.9
1177,1,0.7,0.9
1178,0,0.8,0.9
1179,0.1,0.8,0.9
1180,0.2,0.8,0.9
1181,0.3,0.8,0.9
1182,0.4,0.8,0.9
1183,0.5,0.8,0.9
1184,0.6,0.8,0.9
1185,0.7,0.8,0.9
1186,0.8,0.8,0.9
1187,0.9,0.8,0.9
1188,1,0.8,0.9
1189,0,0.9,0.9
1190,0.1,0.9,0.9
1191,0.2,0.9,0.9
1192,0.3,0.9,0.9
1193,0.4,0.9,0.9
1194,0.5,0.9,0.9
1195,0.6,0.9,0.9
1196,0.7,0.9,0.9
1197,0.8,0.9,0.9
1198,0.9,0.9,0.9
1199,1,0.9,0.9
1200,0,1,0.9
1201,0.1,1,0.9
1202,0.2,1,0.9
1203,0.3,1,0.9
1204,0.4,1,0.9
1205,0.5,1,0.9
1206,0.6,1,0.9
1207,0.7,1,0.9
1208,0.8,1,0.9
1209,0.9,1,0.9
1210,1,1,0.9
1211,0,0,1
1212,0.1,0,1
1213,0.2,0,1
1214,0.3,0,1
1215,0.4,0,1
1216,0.5,0,1
1217,0.6,0,1
1218,0.7,0,1
1219,0.8,0,1
1220,0.9,0,1
1221,1,0,1
1222,0,0.1,1
1223,0.1,0.1,1
1224,0.2,0.1,1
1225,0.3,0.1,1
1226,0.4,0.1,1
1227,0.5,0.1,1
1228,0.6,0.1,1
1229,0.7,0.1,1
1230,0.8,0.1,1
1231,0.9,0.1,1
1232,1,0.1,1
1233,0,0.2,1
1234,0.1,0.2,1
1235,0.2,0.2,1
1236,0.3,0.2,1
1237,0.4,0.2,1
1238,0.5,0.2,1
1239,0.6,0.2,1
1240,0.7,0.2,1
1241,0.8,0.2,1
1242,0.9,0.2,1
1243,1,0.2,1
1244,0,0.3,1
1245,0.1,0.3,1
1246,0.2,0.3,1
1247,0.3,0.3,1
1248,0.4,0.3,1
1249,0.5,0.3,1
1250,0.6,0.3,1
1251,0.7,0.3,1
1252,0.8,0.3,1
1253,0.9,0.3,1
1254,1,0.3,1
1255,0,0.4,1
1256,0.1,0.4,1
1257,0.2,0.4,1
1258,0.3,0.4,1
1259,0.4,0.4,1
1260,0.5,0.4,1
1261,0.6,0.4,1
1262,0.7,0.4,1
1263,0.8,0.4,1
1264,0.9,0.4,1
1265,1,0.4,1
1266,0,0.5,1
1267,0.1,0.5,1
1268,0.2,0.5,1
1269,0.3,0.5,1
1270,0.4,0.5,1
1271,0.5,0.5,1
1272,0.6,0.5,1
1273,0.7,0.5,1
1274,0.8,0.5,1
1275,0.9,0.5,1
1276,1,0.5,1
1277,0,0.6,1
1278,0.1,0.6,1
1279,0.2,0.6,1
1280,0.3,0.6,1
1281,0.4,0.6,1
1282,0.5,0.6,1
1283,0.6,0.6,1
1284,0.7,0.6,1
1285,0.8,0.6,1
1286,0.9,0.6,1
1287,1,0.6,1
1288,0,0.7,1
1289,0.1,0.7,1
1290,0.2,0.7,1
1291,0.3,0.7,1
1292,0.4,0.7,1
1293,0.5,0.7,1
1294,0.6,0.7,1
1295,0.7,0.7,1
1296,0.8,0.7,1
1297,0.9,0.7,1
1298,1,0.7,1
1299,0,0.8,1
1300,0.1,0.8,1
1301,0.2,0.8,1
1302,0.3,0.8,1
1303,0.4,0.8,1
1304,0.5,0.8,1
1305,0.6,0.8,1
1306,0.7,0.8,1
1307,0.8,0.8,1
1308,0.9,0.8,1
1309,1,0.8,1
1310,0,0.9,1
1311,0.1,0.9,1
1312,0.2,0.9,1
1313,0.3,0.9,1
1314,0.4,0.9,1
1315,0.5,0.9,1
1316,0.6,0.9,1
1317,0.7,0.9,1
1318,0.8,0.9,1
1319,0.9,0.9,1
1320,1,0.9,1
1321,0,1,1
1322,0.1,1,1
1323,0.2,1,1
1324,0.3,1,1
1325,0.4,1,1
1326,0.5,1,1
1327,0.6,1,1
1328,0.7,1,1
1329,0.8,1,1
1330,0.9,1,1
1331,1,1,1
